"trans_date","change_type","addon_or_removal","site","urbanrural","city","site_type","terms","ns","nsptw","nearby","week_diff"
"2010-05-23","terminal","addon","site 54","urban","Calgary","GEC",2,-7357,111,"1 | 5 | 10",39
"2010-05-23","terminal","removal","site 166","rural","Brooks","Regular",2,-646,-71,"1 | 5 | 10",13
"2010-05-23","terminal","removal","site 166","rural","Brooks","Regular",2,10506,-400,"1 | 5 | 10",26
"2010-05-23","terminal","removal","site 166","rural","Brooks","Regular",1,10817,83,"1 | 5 | 10",39
"2010-05-23","terminal","addon","site 228","urban","Medicine Hat","GEC",2,2901,19,"1 | 5 | 10",13
"2010-05-23","terminal","addon","site 228","urban","Medicine Hat","GEC",2,3926,-5,"1 | 5 | 10",26
"2010-05-23","terminal","addon","site 228","urban","Medicine Hat","GEC",1,-8673,125,"1 | 5 | 10",39
"2010-05-23","terminal","addon","site 229","rural","Mundare","Regular",2,272,358,"1 | 5 | 10",13
"2010-05-23","terminal","addon","site 229","rural","Mundare","Regular",2,-1422,-534,"1 | 5 | 10",26
"2010-05-23","terminal","addon","site 229","rural","Mundare","Regular",2,8552,-302,"1 | 5 | 10",39
"2010-05-30","terminal","removal","site 230","urban","Camrose","Regular",1,8875,860,"1 | 5 | 10",13
"2010-05-30","terminal","removal","site 230","urban","Camrose","Regular",1,-4580,-435,"1 | 5 | 10",26
"2010-05-30","terminal","removal","site 230","urban","Camrose","Regular",2,-3206,603,"1 | 5 | 10",39
"2010-05-30","terminal","addon","site 151","urban","Medicine Hat","GEC",2,1006,-618,"1 | 5 | 10",13
"2010-05-30","terminal","addon","site 151","urban","Medicine Hat","GEC",1,-4407,-317,"1 | 5 | 10",26
"2010-05-30","terminal","addon","site 151","urban","Medicine Hat","GEC",1,3110,-733,"1 | 5 | 10",39
"2010-06-06","site","removal","site 40","rural","St. Paul","Regular",1,1574,581,"1 | 5 | 10",13
"2010-06-06","site","removal","site 40","rural","St. Paul","Regular",2,9506,570,"1 | 5 | 10",26
"2010-06-06","site","removal","site 40","rural","St. Paul","Regular",2,2135,544,"1 | 5 | 10",39
"2010-06-13","terminal","addon","site 231","urban","Calgary","Regular",2,11266,604,"1 | 5 | 10",13
"2010-06-13","terminal","addon","site 231","urban","Calgary","Regular",2,10915,-22,"1 | 5 | 10",26
"2010-06-13","terminal","addon","site 231","urban","Calgary","Regular",1,7406,720,"1 | 5 | 10",39
"2010-06-13","terminal","addon","site 79","urban","Red Deer","Regular",2,-3868,505,"1 | 5 | 10",13
"2010-06-13","terminal","addon","site 79","urban","Red Deer","Regular",1,5119,336,"1 | 5 | 10",26
"2010-06-13","terminal","addon","site 79","urban","Red Deer","Regular",1,-265,-154,"1 | 5 | 10",39
"2010-06-13","terminal","addon","site 232","rural","Lac La Biche","GEC",1,6418,467,"1 | 5 | 10",13
"2010-06-13","terminal","addon","site 232","rural","Lac La Biche","GEC",1,3709,-82,"1 | 5 | 10",26
"2010-06-13","terminal","addon","site 232","rural","Lac La Biche","GEC",2,6093,-15,"1 | 5 | 10",39
"2010-06-13","site","removal","site 233","urban","Grande Prairie","Regular",2,9922,571,"1 | 5 | 10",13
"2010-06-13","site","removal","site 233","urban","Grande Prairie","Regular",1,4470,355,"1 | 5 | 10",26
"2010-06-13","site","removal","site 233","urban","Grande Prairie","Regular",2,-9448,184,"1 | 5 | 10",39
"2010-06-13","terminal","addon","site 99","urban","Edmonton","Regular",1,-2057,-493,"1 | 5 | 10",13
"2010-06-13","terminal","addon","site 99","urban","Edmonton","Regular",2,8643,463,"1 | 5 | 10",26
"2010-06-13","terminal","addon","site 99","urban","Edmonton","Regular",2,5457,390,"1 | 5 | 10",39
"2010-06-27","site","addon","site 234","rural","Okotoks","Regular",2,-1069,296,"1 | 5 | 10",13
"2010-06-27","site","addon","site 234","rural","Okotoks","Regular",1,-5503,411,"1 | 5 | 10",26
"2010-06-27","site","addon","site 234","rural","Okotoks","Regular",1,3922,609,"1 | 5 | 10",39
"2010-07-04","site","removal","site 235","rural","Clyde","Regular",2,-5471,612,"1 | 5 | 10",13
"2010-07-04","site","removal","site 235","rural","Clyde","Regular",2,1576,-360,"1 | 5 | 10",26
"2010-07-04","site","removal","site 235","rural","Clyde","Regular",1,-7325,409,"1 | 5 | 10",39
"2010-07-11","site","removal","site 18","urban","Edmonton","Regular",1,11664,-214,"1 | 5 | 10",13
"2010-07-11","site","removal","site 18","urban","Edmonton","Regular",2,1766,-208,"1 | 5 | 10",26
"2010-07-11","site","removal","site 18","urban","Edmonton","Regular",1,-2338,529,"1 | 5 | 10",39
"2010-07-18","site","addon","site 236","urban","Edmonton","Regular",1,1885,39,"1 | 5 | 10",13
"2010-07-18","site","addon","site 236","urban","Edmonton","Regular",1,-3271,728,"1 | 5 | 10",26
"2010-07-18","site","addon","site 236","urban","Edmonton","Regular",2,1264,567,"1 | 5 | 10",39
"2010-07-18","site","removal","site 237","urban","Medicine Hat","Regular",2,-4807,568,"1 | 5 | 10",13
"2010-07-18","site","removal","site 237","urban","Medicine Hat","Regular",2,-2325,803,"1 | 5 | 10",26
"2010-07-18","site","removal","site 237","urban","Medicine Hat","Regular",2,54,766,"1 | 5 | 10",39
"2010-07-25","site","addon","site 238","rural","Clive","Regular",1,-1138,588,"1 | 5 | 10",13
"2010-07-25","site","addon","site 238","rural","Clive","Regular",2,6369,722,"1 | 5 | 10",26
"2010-07-25","site","addon","site 238","rural","Clive","Regular",2,2960,-152,"1 | 5 | 10",39
"2010-08-01","terminal","addon","site 36","urban","Edmonton","GEC",1,-9475,71,"1 | 5 | 10",13
"2010-08-01","terminal","addon","site 36","urban","Edmonton","GEC",1,11598,594,"1 | 5 | 10",26
"2010-08-01","terminal","addon","site 36","urban","Edmonton","GEC",1,9179,-649,"1 | 5 | 10",39
"2010-08-01","site","addon","site 239","urban","Edmonton","Regular",1,6066,-587,"1 | 5 | 10",13
"2010-08-01","site","addon","site 239","urban","Edmonton","Regular",1,3138,790,"1 | 5 | 10",26
"2010-08-01","site","addon","site 239","urban","Edmonton","Regular",2,-5134,-764,"1 | 5 | 10",39
"2010-08-01","terminal","addon","site 137","rural","Lloydminster","GEC",2,7438,859,"1 | 5 | 10",13
"2010-08-01","terminal","addon","site 137","rural","Lloydminster","GEC",1,-2552,-720,"1 | 5 | 10",26
"2010-08-01","terminal","addon","site 137","rural","Lloydminster","GEC",1,5264,140,"1 | 5 | 10",39
"2010-08-01","terminal","addon","site 124","urban","Edmonton","Regular",2,9430,-22,"1 | 5 | 10",13
"2010-08-01","terminal","addon","site 124","urban","Edmonton","Regular",2,-4937,-154,"1 | 5 | 10",26
"2010-08-01","terminal","addon","site 124","urban","Edmonton","Regular",2,7918,-135,"1 | 5 | 10",39
"2010-08-01","terminal","addon","site 31","urban","Calgary","Regular",1,11518,-411,"1 | 5 | 10",13
"2010-08-01","terminal","addon","site 31","urban","Calgary","Regular",1,2564,506,"1 | 5 | 10",26
"2010-08-01","terminal","addon","site 31","urban","Calgary","Regular",2,5521,418,"1 | 5 | 10",39
"2010-08-01","site","removal","site 166","rural","Brooks","Regular",1,-8765,468,"1 | 5 | 10",13
"2010-08-01","site","removal","site 166","rural","Brooks","Regular",2,-421,-448,"1 | 5 | 10",26
"2010-08-01","site","removal","site 166","rural","Brooks","Regular",1,-7217,910,"1 | 5 | 10",39
"2010-08-01","terminal","addon","site 240","rural","Fort Saskatchewan","Regular",1,7160,503,"1 | 5 | 10",13
"2010-08-01","terminal","addon","site 240","rural","Fort Saskatchewan","Regular",2,2573,399,"1 | 5 | 10",26
"2010-08-01","terminal","addon","site 240","rural","Fort Saskatchewan","Regular",1,9199,680,"1 | 5 | 10",39
"2010-08-01","site","removal","site 241","rural","Vilna","Regular",2,11242,-453,"1 | 5 | 10",13
"2010-08-01","site","removal","site 241","rural","Vilna","Regular",1,-363,277,"1 | 5 | 10",26
"2010-08-01","site","removal","site 241","rural","Vilna","Regular",1,9804,609,"1 | 5 | 10",39
"2010-08-08","terminal","addon","site 89","urban","Edmonton","Regular",2,11687,-637,"1 | 5 | 10",13
"2010-08-08","terminal","addon","site 89","urban","Edmonton","Regular",2,8840,-267,"1 | 5 | 10",26
"2010-08-08","terminal","addon","site 89","urban","Edmonton","Regular",2,11727,-675,"1 | 5 | 10",39
"2010-08-08","site","removal","site 14","rural","Brooks","Regular",2,6494,365,"1 | 5 | 10",13
"2010-08-08","site","removal","site 14","rural","Brooks","Regular",1,-8475,849,"1 | 5 | 10",26
"2010-08-08","site","removal","site 14","rural","Brooks","Regular",2,-3862,426,"1 | 5 | 10",39
"2010-08-08","terminal","addon","site 101","rural","Taber","Regular",1,10180,279,"1 | 5 | 10",13
"2010-08-08","terminal","addon","site 101","rural","Taber","Regular",2,-9045,684,"1 | 5 | 10",26
"2010-08-08","terminal","addon","site 101","rural","Taber","Regular",2,-7124,-355,"1 | 5 | 10",39
"2010-08-15","site","removal","site 4","urban","Calgary","Regular",2,10029,86,"1 | 5 | 10",13
"2010-08-15","site","removal","site 4","urban","Calgary","Regular",1,3222,119,"1 | 5 | 10",26
"2010-08-15","site","removal","site 4","urban","Calgary","Regular",2,-7635,-272,"1 | 5 | 10",39
"2010-08-15","terminal","removal","site 242","rural","Vermilion","Regular",2,-8537,362,"1 | 5 | 10",13
"2010-08-15","terminal","removal","site 242","rural","Vermilion","Regular",1,8106,-240,"1 | 5 | 10",26
"2010-08-15","terminal","removal","site 242","rural","Vermilion","Regular",2,5716,359,"1 | 5 | 10",39
"2010-08-15","terminal","addon","site 243","urban","Calgary","Regular",1,5076,-559,"1 | 5 | 10",13
"2010-08-15","terminal","addon","site 243","urban","Calgary","Regular",1,3927,-543,"1 | 5 | 10",26
"2010-08-15","terminal","addon","site 243","urban","Calgary","Regular",1,-4726,418,"1 | 5 | 10",39
"2010-08-15","terminal","removal","site 143","urban","Calgary","Regular",2,-9377,-689,"1 | 5 | 10",13
"2010-08-15","terminal","removal","site 143","urban","Calgary","Regular",2,-3641,-135,"1 | 5 | 10",26
"2010-08-15","terminal","removal","site 143","urban","Calgary","Regular",1,-8618,682,"1 | 5 | 10",39
"2010-08-15","terminal","addon","site 244","urban","Edmonton","Regular",1,6571,-674,"1 | 5 | 10",13
"2010-08-15","terminal","addon","site 244","urban","Edmonton","Regular",2,-507,288,"1 | 5 | 10",26
"2010-08-15","terminal","addon","site 244","urban","Edmonton","Regular",1,914,-325,"1 | 5 | 10",39
"2010-08-15","terminal","addon","site 245","urban","Edmonton","Regular",2,9799,791,"1 | 5 | 10",13
"2010-08-15","terminal","addon","site 245","urban","Edmonton","Regular",1,10720,473,"1 | 5 | 10",26
"2010-08-15","terminal","addon","site 245","urban","Edmonton","Regular",1,3729,-349,"1 | 5 | 10",39
"2010-08-15","terminal","removal","site 127","rural","Sherwood Park","Regular",1,-9722,46,"1 | 5 | 10",13
"2010-08-15","terminal","removal","site 127","rural","Sherwood Park","Regular",2,-5066,-322,"1 | 5 | 10",26
"2010-08-15","terminal","removal","site 127","rural","Sherwood Park","Regular",1,5106,-54,"1 | 5 | 10",39
"2010-08-15","terminal","addon","site 24","rural","Chestermere","Regular",2,3802,-224,"1 | 5 | 10",13
"2010-08-15","terminal","addon","site 24","rural","Chestermere","Regular",1,11348,323,"1 | 5 | 10",26
"2010-08-15","terminal","addon","site 24","rural","Chestermere","Regular",2,220,-436,"1 | 5 | 10",39
"2010-08-15","terminal","addon","site 149","urban","Calgary","Regular",1,2897,26,"1 | 5 | 10",13
"2010-08-15","terminal","addon","site 149","urban","Calgary","Regular",2,-3365,635,"1 | 5 | 10",26
"2010-08-15","terminal","addon","site 149","urban","Calgary","Regular",2,-300,271,"1 | 5 | 10",39
"2010-08-22","terminal","addon","site 246","urban","Calgary","Regular",2,9804,231,"1 | 5 | 10",13
"2010-08-22","terminal","addon","site 246","urban","Calgary","Regular",2,4494,-547,"1 | 5 | 10",26
"2010-08-22","terminal","addon","site 246","urban","Calgary","Regular",2,-3717,-748,"1 | 5 | 10",39
"2010-08-22","terminal","removal","site 106","rural","Stettler","Regular",2,-1508,-277,"1 | 5 | 10",13
"2010-08-22","terminal","removal","site 106","rural","Stettler","Regular",1,-7185,-100,"1 | 5 | 10",26
"2010-08-22","terminal","removal","site 106","rural","Stettler","Regular",1,-1635,-430,"1 | 5 | 10",39
"2010-08-22","terminal","addon","site 98","urban","Calgary","GEC",1,-8039,20,"1 | 5 | 10",13
"2010-08-22","terminal","addon","site 98","urban","Calgary","GEC",2,-2888,255,"1 | 5 | 10",26
"2010-08-22","terminal","addon","site 98","urban","Calgary","GEC",1,-4533,839,"1 | 5 | 10",39
"2010-08-22","terminal","removal","site 121","urban","Camrose","Regular",1,-2646,880,"1 | 5 | 10",13
"2010-08-22","terminal","removal","site 121","urban","Camrose","Regular",1,-4055,283,"1 | 5 | 10",26
"2010-08-22","terminal","removal","site 121","urban","Camrose","Regular",1,-6995,-470,"1 | 5 | 10",39
"2010-08-22","terminal","addon","site 112","urban","Calgary","Regular",1,-5414,-325,"1 | 5 | 10",13
"2010-08-22","terminal","addon","site 112","urban","Calgary","Regular",1,-7112,265,"1 | 5 | 10",26
"2010-08-22","terminal","addon","site 112","urban","Calgary","Regular",2,-9869,732,"1 | 5 | 10",39
"2010-08-22","terminal","removal","site 86","rural","Wetaskiwin","Regular",1,-4300,-518,"1 | 5 | 10",13
"2010-08-22","terminal","removal","site 86","rural","Wetaskiwin","Regular",1,-9692,622,"1 | 5 | 10",26
"2010-08-22","terminal","removal","site 86","rural","Wetaskiwin","Regular",1,-5741,549,"1 | 5 | 10",39
"2010-08-22","terminal","removal","site 247","rural","Innisfail","Regular",1,-4394,-275,"1 | 5 | 10",13
"2010-08-22","terminal","removal","site 247","rural","Innisfail","Regular",2,11568,404,"1 | 5 | 10",26
"2010-08-22","terminal","removal","site 247","rural","Innisfail","Regular",2,-5565,-427,"1 | 5 | 10",39
"2010-08-22","terminal","removal","site 248","rural","Fox Creek","Regular",1,-5217,389,"1 | 5 | 10",13
"2010-08-22","terminal","removal","site 248","rural","Fox Creek","Regular",1,-426,-209,"1 | 5 | 10",26
"2010-08-22","terminal","removal","site 248","rural","Fox Creek","Regular",1,6530,722,"1 | 5 | 10",39
"2010-08-22","terminal","addon","site 249","urban","Edmonton","GEC",2,2776,362,"1 | 5 | 10",13
"2010-08-22","terminal","addon","site 249","urban","Edmonton","GEC",2,7420,-642,"1 | 5 | 10",26
"2010-08-22","terminal","addon","site 249","urban","Edmonton","GEC",2,10763,-428,"1 | 5 | 10",39
"2010-08-22","terminal","removal","site 123","rural","Grande Cache","Regular",2,2262,922,"1 | 5 | 10",13
"2010-08-22","terminal","removal","site 123","rural","Grande Cache","Regular",1,-3283,404,"1 | 5 | 10",26
"2010-08-22","terminal","removal","site 123","rural","Grande Cache","Regular",2,6603,294,"1 | 5 | 10",39
"2010-08-29","terminal","addon","site 250","urban","Calgary","GEC",1,205,-18,"1 | 5 | 10",13
"2010-08-29","terminal","addon","site 250","urban","Calgary","GEC",2,-1485,-685,"1 | 5 | 10",26
"2010-08-29","terminal","addon","site 250","urban","Calgary","GEC",2,7975,264,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 251","urban","Edmonton","Regular",2,-2920,-613,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 251","urban","Edmonton","Regular",1,-9121,-5,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 251","urban","Edmonton","Regular",2,1640,110,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 252","urban","Edmonton","Regular",2,-3157,-622,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 252","urban","Edmonton","Regular",2,7660,-82,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 252","urban","Edmonton","Regular",1,11098,-763,"1 | 5 | 10",39
"2010-09-05","site","removal","site 165","urban","Calgary","GEC",2,-3337,327,"1 | 5 | 10",13
"2010-09-05","site","removal","site 165","urban","Calgary","GEC",1,3832,18,"1 | 5 | 10",26
"2010-09-05","site","removal","site 165","urban","Calgary","GEC",2,-4017,-491,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 105","rural","Duchess","Regular",1,-3159,-435,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 105","rural","Duchess","Regular",2,-6192,362,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 105","rural","Duchess","Regular",1,-7098,-659,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 253","rural","Athabasca","Regular",2,-8190,793,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 253","rural","Athabasca","Regular",1,-4770,-1,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 253","rural","Athabasca","Regular",1,-3851,914,"1 | 5 | 10",39
"2010-09-05","site","removal","site 254","rural","Heisler","Regular",1,9762,202,"1 | 5 | 10",13
"2010-09-05","site","removal","site 254","rural","Heisler","Regular",1,1802,-337,"1 | 5 | 10",26
"2010-09-05","site","removal","site 254","rural","Heisler","Regular",1,6633,469,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 79","urban","Red Deer","Regular",1,5142,615,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 79","urban","Red Deer","Regular",2,-4984,-112,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 79","urban","Red Deer","Regular",1,3492,-390,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 255","rural","Hanna","Regular",2,11841,864,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 255","rural","Hanna","Regular",1,-957,655,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 255","rural","Hanna","Regular",2,6972,825,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 256","urban","Edmonton","Regular",2,9417,-478,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 256","urban","Edmonton","Regular",1,-6387,685,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 256","urban","Edmonton","Regular",1,3512,754,"1 | 5 | 10",39
"2010-09-05","site","removal","site 65","urban","Lethbridge","Regular",2,2429,-699,"1 | 5 | 10",13
"2010-09-05","site","removal","site 65","urban","Lethbridge","Regular",2,1038,-178,"1 | 5 | 10",26
"2010-09-05","site","removal","site 65","urban","Lethbridge","Regular",2,-6445,-96,"1 | 5 | 10",39
"2010-09-05","terminal","addon","site 109","rural","Trochu","Regular",1,2776,-391,"1 | 5 | 10",13
"2010-09-05","terminal","addon","site 109","rural","Trochu","Regular",1,-6563,231,"1 | 5 | 10",26
"2010-09-05","terminal","addon","site 109","rural","Trochu","Regular",2,-4906,297,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 257","urban","Edmonton","Regular",1,-8360,74,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 257","urban","Edmonton","Regular",2,2926,469,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 257","urban","Edmonton","Regular",2,3066,176,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 136","urban","Edmonton","Regular",1,-6386,-370,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 136","urban","Edmonton","Regular",1,-9760,478,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 136","urban","Edmonton","Regular",2,11906,645,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",2,10433,-378,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",1,-9072,-18,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",2,8721,1,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 259","urban","Edmonton","Regular",1,5584,-313,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 259","urban","Edmonton","Regular",1,3379,76,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 259","urban","Edmonton","Regular",2,1975,573,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 30","rural","High Level","GEC",2,4286,574,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 30","rural","High Level","GEC",2,1607,103,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 30","rural","High Level","GEC",1,951,-373,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 260","rural","Innisfail","Regular",1,-7013,-282,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 260","rural","Innisfail","Regular",2,-6897,915,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 260","rural","Innisfail","Regular",1,-589,-309,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 261","rural","Brooks","Regular",1,-8674,6,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 261","rural","Brooks","Regular",2,-2369,871,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 261","rural","Brooks","Regular",2,4543,-338,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 42","rural","Millet","Regular",1,-6678,-6,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 42","rural","Millet","Regular",1,-2230,771,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 42","rural","Millet","Regular",1,1297,324,"1 | 5 | 10",39
"2010-09-12","terminal","addon","site 262","rural","Smoky Lake","Regular",1,-1256,-34,"1 | 5 | 10",13
"2010-09-12","terminal","addon","site 262","rural","Smoky Lake","Regular",1,3493,223,"1 | 5 | 10",26
"2010-09-12","terminal","addon","site 262","rural","Smoky Lake","Regular",2,10480,-173,"1 | 5 | 10",39
"2010-09-19","terminal","addon","site 90","urban","Edmonton","GEC",2,-43,700,"1 | 5 | 10",13
"2010-09-19","terminal","addon","site 90","urban","Edmonton","GEC",1,-4875,-579,"1 | 5 | 10",26
"2010-09-19","terminal","addon","site 90","urban","Edmonton","GEC",1,-9312,630,"1 | 5 | 10",39
"2010-09-19","site","addon","site 263","urban","Calgary","Regular",2,-8164,238,"1 | 5 | 10",13
"2010-09-19","site","addon","site 263","urban","Calgary","Regular",2,10344,91,"1 | 5 | 10",26
"2010-09-19","site","addon","site 263","urban","Calgary","Regular",2,1169,-114,"1 | 5 | 10",39
"2010-11-14","site","removal","site 223","urban","Calgary","Regular",1,6008,280,"1 | 5 | 10",13
"2010-11-14","site","removal","site 223","urban","Calgary","Regular",2,11816,-341,"1 | 5 | 10",26
"2010-11-14","site","removal","site 223","urban","Calgary","Regular",2,-7267,-536,"1 | 5 | 10",39
"2010-11-14","site","removal","site 225","urban","Calgary","Regular",2,11531,-458,"1 | 5 | 10",13
"2010-11-14","site","removal","site 225","urban","Calgary","Regular",1,-839,-409,"1 | 5 | 10",26
"2010-11-14","site","removal","site 225","urban","Calgary","Regular",2,-601,419,"1 | 5 | 10",39
"2010-11-21","terminal","removal","site 93","urban","Grande Prairie","Regular",1,238,727,"1 | 5 | 10",13
"2010-11-21","terminal","removal","site 93","urban","Grande Prairie","Regular",1,-9837,-310,"1 | 5 | 10",26
"2010-11-21","terminal","removal","site 93","urban","Grande Prairie","Regular",2,1014,-157,"1 | 5 | 10",39
"2010-11-21","terminal","removal","site 133","urban","Grande Prairie","Regular",2,2560,-723,"1 | 5 | 10",13
"2010-11-21","terminal","removal","site 133","urban","Grande Prairie","Regular",2,9496,-19,"1 | 5 | 10",26
"2010-11-21","terminal","removal","site 133","urban","Grande Prairie","Regular",2,4014,866,"1 | 5 | 10",39
"2010-11-21","terminal","removal","site 264","rural","Drayton Valley","Regular",1,6557,233,"1 | 5 | 10",13
"2010-11-21","terminal","removal","site 264","rural","Drayton Valley","Regular",2,1481,810,"1 | 5 | 10",26
"2010-11-21","terminal","removal","site 264","rural","Drayton Valley","Regular",1,2443,712,"1 | 5 | 10",39
"2010-11-21","terminal","addon","site 203","rural","Fort Saskatchewan","Regular",2,-3605,-758,"1 | 5 | 10",13
"2010-11-21","terminal","addon","site 203","rural","Fort Saskatchewan","Regular",2,8394,682,"1 | 5 | 10",26
"2010-11-21","terminal","addon","site 203","rural","Fort Saskatchewan","Regular",2,9925,530,"1 | 5 | 10",39
"2010-11-21","site","addon","site 265","rural","Wandering River","Regular",1,-1075,96,"1 | 5 | 10",13
"2010-11-21","site","addon","site 265","rural","Wandering River","Regular",2,-4057,-70,"1 | 5 | 10",26
"2010-11-21","site","addon","site 265","rural","Wandering River","Regular",1,-1010,371,"1 | 5 | 10",39
"2010-11-21","terminal","addon","site 231","urban","Calgary","Regular",1,-9562,817,"1 | 5 | 10",13
"2010-11-21","terminal","addon","site 231","urban","Calgary","Regular",1,11132,-646,"1 | 5 | 10",26
"2010-11-21","terminal","addon","site 231","urban","Calgary","Regular",1,-2400,432,"1 | 5 | 10",39
"2010-11-21","terminal","addon","site 224","rural","Fort Saskatchewan","Regular",2,102,439,"1 | 5 | 10",13
"2010-11-21","terminal","addon","site 224","rural","Fort Saskatchewan","Regular",1,3350,518,"1 | 5 | 10",26
"2010-11-21","terminal","addon","site 224","rural","Fort Saskatchewan","Regular",2,-8035,-604,"1 | 5 | 10",39
"2010-11-21","terminal","removal","site 266","urban","Medicine Hat","Regular",2,655,-120,"1 | 5 | 10",13
"2010-11-21","terminal","removal","site 266","urban","Medicine Hat","Regular",2,6313,-128,"1 | 5 | 10",26
"2010-11-21","terminal","removal","site 266","urban","Medicine Hat","Regular",2,11941,18,"1 | 5 | 10",39
"2010-11-21","terminal","removal","site 267","urban","Whitecourt","Regular",1,1712,65,"1 | 5 | 10",13
"2010-11-21","terminal","removal","site 267","urban","Whitecourt","Regular",2,6996,399,"1 | 5 | 10",26
"2010-11-21","terminal","removal","site 267","urban","Whitecourt","Regular",1,-5624,-274,"1 | 5 | 10",39
"2010-11-21","terminal","addon","site 217","urban","Calgary","Regular",2,1600,694,"1 | 5 | 10",13
"2010-11-21","terminal","addon","site 217","urban","Calgary","Regular",1,925,-660,"1 | 5 | 10",26
"2010-11-21","terminal","addon","site 217","urban","Calgary","Regular",2,2305,883,"1 | 5 | 10",39
"2010-11-21","site","removal","site 86","rural","Wetaskiwin","Regular",1,-7141,61,"1 | 5 | 10",13
"2010-11-21","site","removal","site 86","rural","Wetaskiwin","Regular",1,5053,84,"1 | 5 | 10",26
"2010-11-21","site","removal","site 86","rural","Wetaskiwin","Regular",2,-8801,410,"1 | 5 | 10",39
"2010-11-21","terminal","addon","site 139","urban","Edmonton","Regular",1,-8972,-45,"1 | 5 | 10",13
"2010-11-21","terminal","addon","site 139","urban","Edmonton","Regular",1,9599,-486,"1 | 5 | 10",26
"2010-11-21","terminal","addon","site 139","urban","Edmonton","Regular",1,-8608,714,"1 | 5 | 10",39
"2010-11-21","terminal","removal","site 268","rural","Blairmore","Regular",1,5361,207,"1 | 5 | 10",13
"2010-11-21","terminal","removal","site 268","rural","Blairmore","Regular",2,3144,757,"1 | 5 | 10",26
"2010-11-21","terminal","removal","site 268","rural","Blairmore","Regular",2,435,453,"1 | 5 | 10",39
"2010-11-21","site","removal","site 269","rural","Sherwood Park","Regular",1,-9383,-535,"1 | 5 | 10",13
"2010-11-21","site","removal","site 269","rural","Sherwood Park","Regular",1,3766,861,"1 | 5 | 10",26
"2010-11-21","site","removal","site 269","rural","Sherwood Park","Regular",2,-26,51,"1 | 5 | 10",39
"2010-11-21","terminal","removal","site 128","urban","Medicine Hat","Regular",1,659,621,"1 | 5 | 10",13
"2010-11-21","terminal","removal","site 128","urban","Medicine Hat","Regular",2,7783,740,"1 | 5 | 10",26
"2010-11-21","terminal","removal","site 128","urban","Medicine Hat","Regular",2,2503,-83,"1 | 5 | 10",39
"2010-11-28","terminal","addon","site 270","urban","Edmonton","Regular",1,10626,-399,"1 | 5 | 10",13
"2010-11-28","terminal","addon","site 270","urban","Edmonton","Regular",2,10236,-523,"1 | 5 | 10",26
"2010-11-28","terminal","addon","site 270","urban","Edmonton","Regular",1,11247,-293,"1 | 5 | 10",39
