"trans_date","change_type","addon_or_removal","site","urbanrural","city","site_type","terms","ns","nsptw","nearby","week_diff"
"2011-02-13","terminal","addon","site 240","rural","Fort Saskatchewan","Regular",1,8061,-337,"1 | 5 | 10",39
"2011-02-13","terminal","addon","site 245","urban","Edmonton","Regular",2,-3996,-595,"1 | 5 | 10",13
"2011-02-13","terminal","addon","site 245","urban","Edmonton","Regular",2,2622,690,"1 | 5 | 10",26
"2011-02-13","terminal","addon","site 245","urban","Edmonton","Regular",1,7355,663,"1 | 5 | 10",39
"2011-02-13","terminal","addon","site 285","urban","Medicine Hat","Regular",2,-2053,-240,"1 | 5 | 10",13
"2011-02-13","terminal","addon","site 285","urban","Medicine Hat","Regular",1,299,55,"1 | 5 | 10",26
"2011-02-13","terminal","addon","site 285","urban","Medicine Hat","Regular",1,-4627,-436,"1 | 5 | 10",39
"2011-02-13","terminal","addon","site 262","rural","Smoky Lake","Regular",2,5531,520,"1 | 5 | 10",13
"2011-02-13","terminal","addon","site 262","rural","Smoky Lake","Regular",2,8984,-248,"1 | 5 | 10",26
"2011-02-13","terminal","addon","site 262","rural","Smoky Lake","Regular",1,-4803,-342,"1 | 5 | 10",39
"2011-02-13","terminal","addon","site 286","rural","Vegreville","Regular",2,-4221,431,"1 | 5 | 10",13
"2011-02-13","terminal","addon","site 286","rural","Vegreville","Regular",2,10285,-124,"1 | 5 | 10",26
"2011-02-13","terminal","addon","site 286","rural","Vegreville","Regular",2,-433,756,"1 | 5 | 10",39
"2011-02-20","terminal","addon","site 287","urban","Calgary","GEC",1,-5987,-106,"1 | 5 | 10",13
"2011-02-20","terminal","addon","site 287","urban","Calgary","GEC",2,4313,183,"1 | 5 | 10",26
"2011-02-20","terminal","addon","site 287","urban","Calgary","GEC",2,-2228,657,"1 | 5 | 10",39
"2011-02-20","terminal","removal","site 143","urban","Calgary","Regular",2,10179,-623,"1 | 5 | 10",13
"2011-02-20","terminal","removal","site 143","urban","Calgary","Regular",2,11997,-281,"1 | 5 | 10",26
"2011-02-20","terminal","removal","site 143","urban","Calgary","Regular",2,6996,-641,"1 | 5 | 10",39
"2011-02-20","terminal","removal","site 288","rural","Hythe","Regular",1,6416,803,"1 | 5 | 10",13
"2011-02-20","terminal","removal","site 288","rural","Hythe","Regular",1,6653,283,"1 | 5 | 10",26
"2011-02-20","terminal","removal","site 288","rural","Hythe","Regular",2,-6116,-158,"1 | 5 | 10",39
"2011-02-20","site","removal","site 60","urban","Medicine Hat","Regular",1,-2107,361,"1 | 5 | 10",13
"2011-02-20","site","removal","site 60","urban","Medicine Hat","Regular",1,-4430,396,"1 | 5 | 10",26
"2011-02-20","site","removal","site 60","urban","Medicine Hat","Regular",2,5380,-405,"1 | 5 | 10",39
"2011-02-20","terminal","addon","site 228","urban","Medicine Hat","GEC",2,-7829,-481,"1 | 5 | 10",13
"2011-02-20","terminal","addon","site 228","urban","Medicine Hat","GEC",2,1431,212,"1 | 5 | 10",26
"2011-02-20","terminal","addon","site 228","urban","Medicine Hat","GEC",1,-3232,685,"1 | 5 | 10",39
"2011-02-20","terminal","addon","site 210","urban","Edmonton","Regular",2,1871,-479,"1 | 5 | 10",13
"2011-02-20","terminal","addon","site 210","urban","Edmonton","Regular",2,917,803,"1 | 5 | 10",26
"2011-02-20","terminal","addon","site 210","urban","Edmonton","Regular",2,5001,778,"1 | 5 | 10",39
"2011-02-20","terminal","removal","site 2","urban","Calgary","Regular",1,-9776,439,"1 | 5 | 10",13
"2011-02-20","terminal","removal","site 2","urban","Calgary","Regular",2,-6223,-542,"1 | 5 | 10",26
"2011-02-20","terminal","removal","site 2","urban","Calgary","Regular",1,-7005,99,"1 | 5 | 10",39
"2011-02-27","terminal","removal","site 289","rural","Swan Hills","Regular",2,4995,-744,"1 | 5 | 10",13
"2011-02-27","terminal","removal","site 289","rural","Swan Hills","Regular",2,2815,26,"1 | 5 | 10",26
"2011-02-27","terminal","removal","site 289","rural","Swan Hills","Regular",2,-7156,188,"1 | 5 | 10",39
"2011-02-27","terminal","removal","site 290","rural","Hardisty","Regular",2,8427,211,"1 | 5 | 10",13
"2011-02-27","terminal","removal","site 290","rural","Hardisty","Regular",1,11353,81,"1 | 5 | 10",26
"2011-02-27","terminal","removal","site 290","rural","Hardisty","Regular",1,6772,-4,"1 | 5 | 10",39
"2011-02-27","terminal","addon","site 291","rural","Peace River","Regular",2,2054,775,"1 | 5 | 10",13
"2011-02-27","terminal","addon","site 291","rural","Peace River","Regular",1,-4910,-574,"1 | 5 | 10",26
"2011-02-27","terminal","addon","site 291","rural","Peace River","Regular",2,6738,782,"1 | 5 | 10",39
"2011-02-27","site","removal","site 292","rural","Wandering River","Regular",1,-9315,-416,"1 | 5 | 10",13
"2011-02-27","site","removal","site 292","rural","Wandering River","Regular",2,9570,-661,"1 | 5 | 10",26
"2011-02-27","site","removal","site 292","rural","Wandering River","Regular",2,86,-81,"1 | 5 | 10",39
"2011-02-27","site","removal","site 81","rural","Mossleigh","Regular",1,1960,-300,"1 | 5 | 10",13
"2011-02-27","site","removal","site 81","rural","Mossleigh","Regular",2,2303,-692,"1 | 5 | 10",26
"2011-02-27","site","removal","site 81","rural","Mossleigh","Regular",1,2182,-247,"1 | 5 | 10",39
"2011-02-27","terminal","addon","site 293","urban","Calgary","Regular",1,6171,-749,"1 | 5 | 10",13
"2011-02-27","terminal","addon","site 293","urban","Calgary","Regular",1,-4537,-14,"1 | 5 | 10",26
"2011-02-27","terminal","addon","site 293","urban","Calgary","Regular",1,-5108,54,"1 | 5 | 10",39
"2011-02-27","terminal","removal","site 121","urban","Camrose","Regular",2,-586,-70,"1 | 5 | 10",13
"2011-02-27","terminal","removal","site 121","urban","Camrose","Regular",1,10414,643,"1 | 5 | 10",26
"2011-02-27","terminal","removal","site 121","urban","Camrose","Regular",2,11863,62,"1 | 5 | 10",39
"2011-03-06","terminal","addon","site 98","urban","Calgary","GEC",2,1044,-346,"1 | 5 | 10",13
"2011-03-06","terminal","addon","site 98","urban","Calgary","GEC",1,1753,-725,"1 | 5 | 10",26
"2011-03-06","terminal","addon","site 98","urban","Calgary","GEC",1,-4350,-189,"1 | 5 | 10",39
"2011-03-13","site","removal","site 294","rural","Rosedale","Regular",1,11198,685,"1 | 5 | 10",13
"2011-03-13","site","removal","site 294","rural","Rosedale","Regular",1,-4057,-157,"1 | 5 | 10",26
"2011-03-13","site","removal","site 294","rural","Rosedale","Regular",1,1836,703,"1 | 5 | 10",39
"2011-03-20","site","removal","site 295","rural","Trochu","Regular",1,3810,-7,"1 | 5 | 10",13
"2011-03-20","site","removal","site 295","rural","Trochu","Regular",2,5717,-90,"1 | 5 | 10",26
"2011-03-20","site","removal","site 295","rural","Trochu","Regular",1,10454,-167,"1 | 5 | 10",39
"2011-03-20","terminal","removal","site 296","rural","Strathmore","GEC",2,10083,905,"1 | 5 | 10",13
"2011-03-20","terminal","removal","site 296","rural","Strathmore","GEC",1,-6496,-79,"1 | 5 | 10",26
"2011-03-20","terminal","removal","site 296","rural","Strathmore","GEC",1,11338,-181,"1 | 5 | 10",39
"2011-04-03","terminal","addon","site 297","urban","Calgary","Regular",1,-9355,-759,"1 | 5 | 10",13
"2011-04-03","terminal","addon","site 297","urban","Calgary","Regular",2,9189,573,"1 | 5 | 10",26
"2011-04-03","terminal","addon","site 297","urban","Calgary","Regular",1,-6347,762,"1 | 5 | 10",39
"2011-04-03","site","removal","site 298","rural","Edgerton","Regular",1,3061,86,"1 | 5 | 10",13
"2011-04-03","site","removal","site 298","rural","Edgerton","Regular",2,-3530,599,"1 | 5 | 10",26
"2011-04-03","site","removal","site 298","rural","Edgerton","Regular",2,-3516,838,"1 | 5 | 10",39
"2011-04-03","terminal","addon","site 299","urban","Edmonton","Regular",2,-9088,-339,"1 | 5 | 10",13
"2011-04-03","terminal","addon","site 299","urban","Edmonton","Regular",2,7496,370,"1 | 5 | 10",26
"2011-04-03","terminal","addon","site 299","urban","Edmonton","Regular",2,11553,-25,"1 | 5 | 10",39
"2011-04-03","terminal","addon","site 300","urban","Edmonton","Regular",2,6180,-534,"1 | 5 | 10",13
"2011-04-03","terminal","addon","site 300","urban","Edmonton","Regular",1,-8380,92,"1 | 5 | 10",26
"2011-04-03","terminal","addon","site 300","urban","Edmonton","Regular",2,8089,132,"1 | 5 | 10",39
"2011-04-17","terminal","addon","site 301","urban","Edmonton","GEC",2,-1159,-465,"1 | 5 | 10",13
"2011-04-17","terminal","addon","site 301","urban","Edmonton","GEC",1,4886,328,"1 | 5 | 10",26
"2011-04-17","terminal","addon","site 301","urban","Edmonton","GEC",2,-723,-371,"1 | 5 | 10",39
"2011-05-01","terminal","addon","site 302","urban","Calgary","GEC",2,-8645,-383,"1 | 5 | 10",13
"2011-05-01","terminal","addon","site 302","urban","Calgary","GEC",1,2182,-320,"1 | 5 | 10",26
"2011-05-01","terminal","addon","site 302","urban","Calgary","GEC",1,8275,493,"1 | 5 | 10",39
"2011-05-01","site","removal","site 13","urban","Medicine Hat","Regular",1,-9199,394,"1 | 5 | 10",13
"2011-05-01","site","removal","site 13","urban","Medicine Hat","Regular",2,9822,97,"1 | 5 | 10",26
"2011-05-01","site","removal","site 13","urban","Medicine Hat","Regular",2,2880,-713,"1 | 5 | 10",39
"2011-05-01","site","addon","site 303","urban","Edmonton","Regular",2,-7743,-34,"1 | 5 | 10",13
"2011-05-01","site","addon","site 303","urban","Edmonton","Regular",1,-7454,-131,"1 | 5 | 10",26
"2011-05-01","site","addon","site 303","urban","Edmonton","Regular",1,-5271,-692,"1 | 5 | 10",39
"2011-05-01","site","removal","site 304","rural","Spruce Grove","Regular",1,4348,919,"1 | 5 | 10",13
"2011-05-01","site","removal","site 304","rural","Spruce Grove","Regular",1,1121,139,"1 | 5 | 10",26
"2011-05-01","site","removal","site 304","rural","Spruce Grove","Regular",1,-4617,-568,"1 | 5 | 10",39
"2011-05-01","site","removal","site 305","rural","Drumheller","Regular",1,4371,-3,"1 | 5 | 10",13
"2011-05-01","site","removal","site 305","rural","Drumheller","Regular",1,6504,-439,"1 | 5 | 10",26
"2011-05-01","site","removal","site 305","rural","Drumheller","Regular",1,2769,14,"1 | 5 | 10",39
"2011-05-01","site","addon","site 306","urban","Edmonton","Regular",1,-1456,745,"1 | 5 | 10",13
"2011-05-01","site","addon","site 306","urban","Edmonton","Regular",2,7372,-498,"1 | 5 | 10",26
"2011-05-01","site","addon","site 306","urban","Edmonton","Regular",1,-5839,401,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 307","urban","Camrose","Regular",1,-7381,244,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 307","urban","Camrose","Regular",2,-2105,140,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 307","urban","Camrose","Regular",1,8731,311,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 114","rural","Taber","Regular",1,-8011,272,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 114","rural","Taber","Regular",2,1324,-317,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 114","rural","Taber","Regular",1,-374,-356,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 181","urban","Calgary","Regular",1,11084,702,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 181","urban","Calgary","Regular",1,11979,-329,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 181","urban","Calgary","Regular",1,-573,844,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 308","rural","Drumheller","Regular",2,-5381,151,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 308","rural","Drumheller","Regular",1,10913,247,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 308","rural","Drumheller","Regular",2,-9401,397,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 266","urban","Medicine Hat","Regular",2,-8152,522,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 266","urban","Medicine Hat","Regular",1,8829,-448,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 266","urban","Medicine Hat","Regular",1,-4696,598,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 309","urban","Calgary","Regular",2,9621,686,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 309","urban","Calgary","Regular",2,-3200,-483,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 309","urban","Calgary","Regular",1,-8571,-597,"1 | 5 | 10",39
"2011-05-08","site","removal","site 310","urban","Calgary","Regular",1,-3359,743,"1 | 5 | 10",13
"2011-05-08","site","removal","site 310","urban","Calgary","Regular",2,8381,-593,"1 | 5 | 10",26
"2011-05-08","site","removal","site 310","urban","Calgary","Regular",1,4534,610,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 268","rural","Blairmore","Regular",1,-2147,67,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 268","rural","Blairmore","Regular",1,-9126,-565,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 268","rural","Blairmore","Regular",1,9408,748,"1 | 5 | 10",39
"2011-05-08","terminal","removal","site 311","urban","Grande Prairie","Regular",2,-5747,-751,"1 | 5 | 10",13
"2011-05-08","terminal","removal","site 311","urban","Grande Prairie","Regular",1,4286,125,"1 | 5 | 10",26
"2011-05-08","terminal","removal","site 311","urban","Grande Prairie","Regular",1,-944,429,"1 | 5 | 10",39
"2011-05-15","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",2,9473,368,"1 | 5 | 10",13
"2011-05-15","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",2,537,-718,"1 | 5 | 10",26
"2011-05-15","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",1,-1759,36,"1 | 5 | 10",39
"2011-05-15","terminal","addon","site 203","rural","Fort Saskatchewan","Regular",2,-1629,-646,"1 | 5 | 10",13
"2011-05-15","terminal","addon","site 203","rural","Fort Saskatchewan","Regular",2,-3937,255,"1 | 5 | 10",26
"2011-05-15","terminal","addon","site 203","rural","Fort Saskatchewan","Regular",1,5366,556,"1 | 5 | 10",39
"2011-05-15","terminal","addon","site 129","urban","Edmonton","Casino",2,4099,-451,"1 | 5 | 10",13
"2011-05-15","terminal","addon","site 129","urban","Edmonton","Casino",2,9590,815,"1 | 5 | 10",26
"2011-05-15","terminal","addon","site 129","urban","Edmonton","Casino",2,9833,919,"1 | 5 | 10",39
"2011-05-15","site","removal","site 83","rural","Jenner","Regular",1,4452,87,"1 | 5 | 10",13
"2011-05-15","site","removal","site 83","rural","Jenner","Regular",2,-5724,419,"1 | 5 | 10",26
"2011-05-15","site","removal","site 83","rural","Jenner","Regular",2,10059,24,"1 | 5 | 10",39
"2011-05-15","terminal","addon","site 224","rural","Fort Saskatchewan","Regular",2,-8873,845,"1 | 5 | 10",13
"2011-05-15","terminal","addon","site 224","rural","Fort Saskatchewan","Regular",1,-3174,-8,"1 | 5 | 10",26
"2011-05-15","terminal","addon","site 224","rural","Fort Saskatchewan","Regular",2,5762,-712,"1 | 5 | 10",39
"2011-05-15","terminal","removal","site 173","urban","Edmonton","Regular",1,8304,-462,"1 | 5 | 10",13
"2011-05-15","terminal","removal","site 173","urban","Edmonton","Regular",1,-8843,262,"1 | 5 | 10",26
"2011-05-15","terminal","removal","site 173","urban","Edmonton","Regular",2,5438,144,"1 | 5 | 10",39
"2011-05-22","terminal","addon","site 30","rural","High Level","GEC",2,-7650,125,"1 | 5 | 10",13
"2011-05-22","terminal","addon","site 30","rural","High Level","GEC",1,-315,-580,"1 | 5 | 10",26
"2011-05-22","terminal","addon","site 30","rural","High Level","GEC",1,-1964,-350,"1 | 5 | 10",39
"2011-05-22","terminal","addon","site 232","rural","Lac La Biche","GEC",2,3978,-740,"1 | 5 | 10",13
"2011-05-22","terminal","addon","site 232","rural","Lac La Biche","GEC",1,11472,-686,"1 | 5 | 10",26
"2011-05-22","terminal","addon","site 232","rural","Lac La Biche","GEC",1,1319,726,"1 | 5 | 10",39
"2011-05-29","site","removal","site 289","rural","Swan Hills","Regular",2,-2170,435,"1 | 5 | 10",13
"2011-05-29","site","removal","site 289","rural","Swan Hills","Regular",1,3232,-322,"1 | 5 | 10",26
"2011-05-29","site","removal","site 289","rural","Swan Hills","Regular",1,-4269,632,"1 | 5 | 10",39
"2011-05-29","terminal","addon","site 56","rural","St. Paul","GEC",2,6518,-756,"1 | 5 | 10",13
"2011-05-29","terminal","addon","site 56","rural","St. Paul","GEC",1,9317,525,"1 | 5 | 10",26
"2011-05-29","terminal","addon","site 56","rural","St. Paul","GEC",2,8715,-580,"1 | 5 | 10",39
"2011-05-29","terminal","addon","site 312","rural","Edson","Regular",2,-8462,143,"1 | 5 | 10",13
"2011-05-29","terminal","addon","site 312","rural","Edson","Regular",2,9555,-652,"1 | 5 | 10",26
"2011-05-29","terminal","addon","site 312","rural","Edson","Regular",2,-7958,41,"1 | 5 | 10",39
"2011-06-05","terminal","addon","site 151","urban","Medicine Hat","GEC",1,-9102,760,"1 | 5 | 10",13
"2011-06-05","terminal","addon","site 151","urban","Medicine Hat","GEC",2,6266,-669,"1 | 5 | 10",26
"2011-06-05","terminal","addon","site 151","urban","Medicine Hat","GEC",1,5349,-4,"1 | 5 | 10",39
"2011-06-05","terminal","addon","site 159","rural","Leduc","GEC",2,-7527,637,"1 | 5 | 10",13
"2011-06-05","terminal","addon","site 159","rural","Leduc","GEC",1,10029,709,"1 | 5 | 10",26
"2011-06-05","terminal","addon","site 159","rural","Leduc","GEC",2,-2302,685,"1 | 5 | 10",39
"2011-06-05","terminal","addon","site 142","urban","Edmonton","Regular",1,11860,355,"1 | 5 | 10",13
"2011-06-05","terminal","addon","site 142","urban","Edmonton","Regular",1,-2561,794,"1 | 5 | 10",26
"2011-06-05","terminal","addon","site 142","urban","Edmonton","Regular",2,-7090,-684,"1 | 5 | 10",39
"2011-06-05","terminal","addon","site 313","rural","Ponoka","Regular",2,3751,-180,"1 | 5 | 10",13
"2011-06-05","terminal","addon","site 313","rural","Ponoka","Regular",2,10437,-478,"1 | 5 | 10",26
"2011-06-05","terminal","addon","site 313","rural","Ponoka","Regular",2,2232,679,"1 | 5 | 10",39
"2011-06-05","terminal","addon","site 55","urban","Edmonton","GEC",1,7276,-518,"1 | 5 | 10",13
"2011-06-05","terminal","addon","site 55","urban","Edmonton","GEC",2,9380,131,"1 | 5 | 10",26
"2011-06-05","terminal","addon","site 55","urban","Edmonton","GEC",1,11529,79,"1 | 5 | 10",39
"2011-06-05","terminal","addon","site 314","urban","Edmonton","Regular",2,3388,91,"1 | 5 | 10",13
"2011-06-05","terminal","addon","site 314","urban","Edmonton","Regular",1,-6673,-22,"1 | 5 | 10",26
"2011-06-05","terminal","addon","site 314","urban","Edmonton","Regular",2,902,494,"1 | 5 | 10",39
"2011-06-12","terminal","addon","site 315","rural","Nanton","Regular",1,11620,-708,"1 | 5 | 10",13
"2011-06-12","terminal","addon","site 315","rural","Nanton","Regular",2,10855,330,"1 | 5 | 10",26
"2011-06-12","terminal","addon","site 315","rural","Nanton","Regular",1,-4185,915,"1 | 5 | 10",39
"2011-06-12","terminal","addon","site 316","rural","Lloydminster","Regular",2,2320,714,"1 | 5 | 10",13
"2011-06-12","terminal","addon","site 316","rural","Lloydminster","Regular",1,4101,-115,"1 | 5 | 10",26
"2011-06-12","terminal","addon","site 316","rural","Lloydminster","Regular",1,1001,193,"1 | 5 | 10",39
"2011-06-12","terminal","addon","site 95","rural","Airdrie","Regular",1,8550,299,"1 | 5 | 10",13
"2011-06-12","terminal","addon","site 95","rural","Airdrie","Regular",2,-8990,609,"1 | 5 | 10",26
"2011-06-12","terminal","addon","site 95","rural","Airdrie","Regular",2,8351,-305,"1 | 5 | 10",39
"2011-06-12","terminal","addon","site 317","rural","Bonnyville","GEC",1,-3622,615,"1 | 5 | 10",13
"2011-06-12","terminal","addon","site 317","rural","Bonnyville","GEC",2,5583,-81,"1 | 5 | 10",26
"2011-06-12","terminal","addon","site 317","rural","Bonnyville","GEC",1,-139,5,"1 | 5 | 10",39
"2011-06-19","site","removal","site 213","rural","East Coulee","Regular",2,6719,-246,"1 | 5 | 10",13
"2011-06-19","site","removal","site 213","rural","East Coulee","Regular",2,5975,175,"1 | 5 | 10",26
"2011-06-19","site","removal","site 213","rural","East Coulee","Regular",1,-1888,485,"1 | 5 | 10",39
"2011-06-19","terminal","addon","site 318","rural","Sundre","GEC",2,-7167,-326,"1 | 5 | 10",13
"2011-06-19","terminal","addon","site 318","rural","Sundre","GEC",2,-7950,-530,"1 | 5 | 10",26
"2011-06-19","terminal","addon","site 318","rural","Sundre","GEC",1,-1624,-366,"1 | 5 | 10",39
"2011-06-26","site","addon","site 319","rural","Fort Saskatchewan","Regular",1,8010,319,"1 | 5 | 10",13
"2011-06-26","site","addon","site 319","rural","Fort Saskatchewan","Regular",1,-5113,-553,"1 | 5 | 10",26
"2011-06-26","site","addon","site 319","rural","Fort Saskatchewan","Regular",2,1349,455,"1 | 5 | 10",39
"2011-06-26","terminal","addon","site 153","urban","Edmonton","Regular",2,6605,906,"1 | 5 | 10",13
"2011-06-26","terminal","addon","site 153","urban","Edmonton","Regular",2,9840,-208,"1 | 5 | 10",26
"2011-06-26","terminal","addon","site 153","urban","Edmonton","Regular",2,-9655,275,"1 | 5 | 10",39
"2011-06-26","site","removal","site 320","urban","Calgary","Regular",2,-8615,-359,"1 | 5 | 10",13
"2011-06-26","site","removal","site 320","urban","Calgary","Regular",2,3819,262,"1 | 5 | 10",26
"2011-06-26","site","removal","site 320","urban","Calgary","Regular",1,104,-266,"1 | 5 | 10",39
"2011-07-03","site","removal","site 321","urban","Edmonton","Regular",1,3510,-543,"1 | 5 | 10",13
"2011-07-03","site","removal","site 321","urban","Edmonton","Regular",2,6271,-342,"1 | 5 | 10",26
"2011-07-03","site","removal","site 321","urban","Edmonton","Regular",2,11171,819,"1 | 5 | 10",39
"2011-07-03","terminal","addon","site 103","urban","Edmonton","Regular",1,5436,-189,"1 | 5 | 10",13
"2011-07-03","terminal","addon","site 103","urban","Edmonton","Regular",1,9816,230,"1 | 5 | 10",26
"2011-07-03","terminal","addon","site 103","urban","Edmonton","Regular",2,-4159,195,"1 | 5 | 10",39
"2011-07-03","terminal","addon","site 34","urban","Edmonton","Regular",2,-1454,457,"1 | 5 | 10",13
"2011-07-03","terminal","addon","site 34","urban","Edmonton","Regular",2,-4309,-392,"1 | 5 | 10",26
"2011-07-03","terminal","addon","site 34","urban","Edmonton","Regular",2,7327,-269,"1 | 5 | 10",39
"2011-07-10","terminal","addon","site 25","urban","Edmonton","Regular",1,3429,-123,"1 | 5 | 10",13
"2011-07-10","terminal","addon","site 25","urban","Edmonton","Regular",2,-3340,505,"1 | 5 | 10",26
"2011-07-10","terminal","addon","site 25","urban","Edmonton","Regular",1,-8955,-193,"1 | 5 | 10",39
"2011-07-10","terminal","addon","site 322","rural","Mannville","Regular",1,5495,771,"1 | 5 | 10",13
"2011-07-10","terminal","addon","site 322","rural","Mannville","Regular",1,10874,366,"1 | 5 | 10",26
"2011-07-10","terminal","addon","site 322","rural","Mannville","Regular",2,7906,-696,"1 | 5 | 10",39
"2011-07-10","site","removal","site 266","urban","Medicine Hat","Regular",2,-2194,763,"1 | 5 | 10",13
"2011-07-10","site","removal","site 266","urban","Medicine Hat","Regular",1,4494,113,"1 | 5 | 10",26
"2011-07-10","site","removal","site 266","urban","Medicine Hat","Regular",1,8745,839,"1 | 5 | 10",39
"2011-07-17","site","removal","site 323","urban","Calgary","Regular",1,2240,841,"1 | 5 | 10",13
"2011-07-17","site","removal","site 323","urban","Calgary","Regular",2,8091,884,"1 | 5 | 10",26
"2011-07-17","site","removal","site 323","urban","Calgary","Regular",1,-2435,-547,"1 | 5 | 10",39
"2011-07-24","terminal","addon","site 124","urban","Edmonton","Regular",1,8469,211,"1 | 5 | 10",13
"2011-07-24","terminal","addon","site 124","urban","Edmonton","Regular",2,5099,-685,"1 | 5 | 10",26
"2011-07-24","terminal","addon","site 124","urban","Edmonton","Regular",2,6089,124,"1 | 5 | 10",39
"2011-07-24","terminal","addon","site 324","urban","Edmonton","Regular",2,1596,255,"1 | 5 | 10",13
"2011-07-24","terminal","addon","site 324","urban","Edmonton","Regular",1,-3043,774,"1 | 5 | 10",26
"2011-07-24","terminal","addon","site 324","urban","Edmonton","Regular",1,-9147,-210,"1 | 5 | 10",39
"2011-07-24","terminal","addon","site 325","rural","Vermilion","Regular",2,-6937,900,"1 | 5 | 10",13
"2011-07-24","terminal","addon","site 325","rural","Vermilion","Regular",1,10867,-434,"1 | 5 | 10",26
"2011-07-24","terminal","addon","site 325","rural","Vermilion","Regular",2,11421,-440,"1 | 5 | 10",39
"2011-07-24","site","addon","site 326","rural","Leduc","Regular",1,6205,-240,"1 | 5 | 10",13
"2011-07-24","site","addon","site 326","rural","Leduc","Regular",1,4003,-292,"1 | 5 | 10",26
"2011-07-24","site","addon","site 326","rural","Leduc","Regular",1,-7038,-18,"1 | 5 | 10",39
"2011-07-24","terminal","addon","site 91","urban","Calgary","Regular",2,-5403,-116,"1 | 5 | 10",13
"2011-07-24","terminal","addon","site 91","urban","Calgary","Regular",2,-2168,-218,"1 | 5 | 10",26
"2011-07-24","terminal","addon","site 91","urban","Calgary","Regular",1,328,-657,"1 | 5 | 10",39
"2011-07-31","terminal","removal","site 327","urban","Edmonton","Regular",1,4346,782,"1 | 5 | 10",13
"2011-07-31","terminal","removal","site 327","urban","Edmonton","Regular",1,-9303,619,"1 | 5 | 10",26
"2011-07-31","terminal","removal","site 327","urban","Edmonton","Regular",2,5500,-29,"1 | 5 | 10",39
"2011-07-31","terminal","removal","site 328","urban","Edmonton","Regular",1,-9455,606,"1 | 5 | 10",13
"2011-07-31","terminal","removal","site 328","urban","Edmonton","Regular",2,3797,-164,"1 | 5 | 10",26
"2011-07-31","terminal","removal","site 328","urban","Edmonton","Regular",1,3869,370,"1 | 5 | 10",39
"2011-07-31","terminal","removal","site 329","urban","Edmonton","Regular",2,11927,111,"1 | 5 | 10",13
"2011-07-31","terminal","removal","site 329","urban","Edmonton","Regular",1,-4771,-378,"1 | 5 | 10",26
"2011-07-31","terminal","removal","site 329","urban","Edmonton","Regular",1,-182,-107,"1 | 5 | 10",39
"2011-07-31","terminal","addon","site 89","urban","Edmonton","Regular",1,-9769,3,"1 | 5 | 10",13
"2011-07-31","terminal","addon","site 89","urban","Edmonton","Regular",1,-9417,-46,"1 | 5 | 10",26
"2011-07-31","terminal","addon","site 89","urban","Edmonton","Regular",1,11484,291,"1 | 5 | 10",39
"2011-07-31","terminal","removal","site 133","urban","Grande Prairie","Regular",1,-1181,913,"1 | 5 | 10",13
"2011-07-31","terminal","removal","site 133","urban","Grande Prairie","Regular",1,3818,232,"1 | 5 | 10",26
"2011-07-31","terminal","removal","site 133","urban","Grande Prairie","Regular",1,4771,-170,"1 | 5 | 10",39
"2011-07-31","terminal","removal","site 194","rural","High River","Regular",2,-6133,577,"1 | 5 | 10",13
"2011-07-31","terminal","removal","site 194","rural","High River","Regular",1,7658,-525,"1 | 5 | 10",26
"2011-07-31","terminal","removal","site 194","rural","High River","Regular",1,-1773,-312,"1 | 5 | 10",39
"2011-07-31","terminal","addon","site 37","rural","Boyle","Regular",2,-1701,-490,"1 | 5 | 10",13
"2011-07-31","terminal","addon","site 37","rural","Boyle","Regular",2,11996,335,"1 | 5 | 10",26
"2011-07-31","terminal","addon","site 37","rural","Boyle","Regular",1,-7418,-717,"1 | 5 | 10",39
"2011-07-31","site","removal","site 122","urban","Medicine Hat","Regular",1,-6770,641,"1 | 5 | 10",13
"2011-07-31","site","removal","site 122","urban","Medicine Hat","Regular",1,2808,-601,"1 | 5 | 10",26
"2011-07-31","site","removal","site 122","urban","Medicine Hat","Regular",1,-6350,-637,"1 | 5 | 10",39
